problem_id,irt_difficulty
104GN803C7,0.4631
1052VSI90Q,0.2837
1056MOBB1X,0.3507
107HWF0F0D,0.5575
10B335WIH,0.1579
10BM23AWDO,0.2841
10CIBCCQRG,0.0945
10FMHR2CYN,0.3096
10SSP5RETT,0.4369
10T2B0N9A0,0.5416
10VCHKBZ2A,0.7136
10VLMC97FW,0.494
10X056K44,0.7646
10YSIUB392,0.0823
10Z5Q3G5X5,0.2942
110PI51YMQ,0.5402
11738AJNXZ,0.2454
1198RDHBTJ,0.3102
11APCESCRC,0.4697
11EDV698UH,0.762
11EMB9D8YD,0.6987
11EMFVBKYP,0.3894
11FDIVRT0,0.687
11LIBS6V9U,0.3609
11NP4ZBJHH,0.5085
11OIO7Q0X1,0.2747
11T79IQ2ZS,0.3978
11WZYZYFHN,0.3272
11XOUTD81M,0.1931
11ZYG3DAA1,0.1827
123M9UFYL2,0.5077
124BUBG3I0,0.2171
125PE8REE,0.3613
1267QCELR8,0.6212
12CP5D8YKZ,0.4853
12HF2JH5PO,1.0
12RXY58078,0.3056
12YL3ARS11,0.1695
12Z3HNBY11,0.4053
130BUYLZ7E,0.3932
130Y5FDPGP,0.3455
131WTUJVKM,0.5258
132YA0Q7ZX,0.4624
133LU98GC6,0.1734
13BQ3XZEY7,0.5364
13G7S0ORMH,0.3773
13KJ6FTANO,0.0
13MOD5J5KI,0.6969
13ORJMQLN3,0.481
13Q8OSVP8A,0.4405
13R0XN9V0P,0.1439
13RM2ICS38,0.6572
13VCQUYTM0,0.2814
13YOBHXV25,0.4886
13Z0OYF52W,0.2101
13Z4KVQSKK,0.3081
143EIBAN4F,0.1577
143J019QOE,0.0835
143W25HD94,0.2152
14AXZMZ426,0.227
14IMD2OXNQ,0.5041
14J0K78NPC,0.1063
14OBT7LVS1,0.113
14QEQB1UOI,0.3487
14TS3GANGH,0.0985
14VGE7DE7G,0.2259
14YKGV0BZP,0.4223
14YX2TXHDZ,0.0682
150HT7MSQA,0.5365
150MD8QAO1,0.5589
1528KHXJT4,0.1206
156G0NX3T8,0.4585
157FGJGIZC,0.6826
15896PYG9B,0.2586
158Q7NBFX8,0.9007
159ZC56HQQ,0.3051
15CZZM7727,0.6882
15F897BVBT,0.6234
15IH5JYP29,0.2117
15NOV43JBM,0.0141
15SKPEYU48,0.4639
15TI6ID7CO,0.3416
15UF4ZUKQY,0.7618
15VOE8COWO,0.1073
15WQO3NHYA,0.1684
160WQ1JBR,0.2596
161CUIFZ1G,0.3071
1624VFJ4IM,0.2599
163GJ2Q6VN,0.3034
163SY1SBFC,0.1056
166GTUQSRZ,0.2834
16DIMZMQK3,0.7724
16G54F7HPQ,0.6515
16LWJF24J6,0.139
16NKIYQFLZ,0.0625
16QMQZL8WO,0.3988
16QMVEW4CO,0.2738
16TIIW0JAC,0.5055
171IEZILO5,0.1947
1726JTIV1X,0.6321
173JYGBX0O,0.4618
174ET7DE19,0.1182
174OL8UJRG,0.5449
176ZDGTYCN,0.4108
179ZPEJZ27,0.6033
17AD88D3MR,0.7804
17ASWSZSGW,0.3086
17FZVXO5GB,0.2566
17GSBKW3K0,0.2439
17HR2PKSOO,0.7296
17LN9I3GJ8,0.6426
17Q9H5OERX,0.3528
17UMLN70YN,0.4466
17UZN4GMMS,0.5801
17WYYHQLNK,0.6267
180UD2UZQD,0.4379
184U5N7URM,0.5607
1863EN5GJU,0.1078
1867KOPAEW,0.2359
188DO8ZMQZ,0.2184
18C57PVB9H,0.4384
18CHGAQUHO,0.5712
18GFK9ZFDD,0.5529
18H6RW4J1H,0.0
18HH3HB2PC,0.6093
18INUWYALJ,0.5178
18J6436AS5,0.6455
18JJFMZA7W,0.5665
18NAW5W9HN,0.5427
18OY6GB5ZN,0.1902
18QC9CTECX,0.5644
18RP4OEZUV,0.1598
18VAYQMA2K,0.4457
18XZPLN0VW,0.1583
18YRXES4HE,0.2324
193SRN0TY6,0.4383
19583IU5TP,0.721
197D9RIPU,0.5137
19ETIY40PT,0.1926
19FFTGM9M3,0.6086
19MZSVTMA9,0.4646
19RKUUJX5S,0.2869
19SKWBLJMK,0.2869
19TYDR2L22,0.2935
1A1E1BJ5ND,0.7454
1A5FXQ457J,0.3917
1A8LMPS8MI,0.2172
1AB09Z0VOC,0.1238
1ACXO01ER1,0.1712
1AETPYISUI,0.2383
1AKKG3JPS4,0.6474
1AN3JCW4DM,0.1146
1AOD7WEZ5J,0.0
1APG58PGCQ,0.8346
1AQH9J4ZK1,0.4831
1AVL21BM8P,0.2457
1AWPZA1Z2D,0.6671
1AZP8XV1F2,0.6313
1B1V9OEMFF,0.5943
1B2A72VAED,0.3729
1B3OJ4UXTJ,0.7274
1B9KFRDL3R,0.3155
1BBIJ3YTX6,0.2899
1BFWGDYK0X,0.3315
1BKZ30JM05,0.4954
1BNLMZHB8B,0.5592
1BOCH28D85,0.3633
1BOGPM7BDN,0.0138
1BSM3FTZF0,0.8341
1BVD5YU6SK,0.7565
1BW47FWOA2,0.4911
1BXW7P7HG4,0.1725
1C0JCJ8Z46,0.5814
1CALXGQSEM,0.1032
1CDWON3CAL,0.213
1CG5B2FRM7,0.6555
1CJ4FFN30Z,0.6499
1CK5GTSWKA,0.3485
1CUHGU8SRK,0.6123
1D57N7MLBD,0.1303
1D9LAYA2Z9,0.3234
1DB1AEAQXL,0.121
1DE2EK2T5O,0.2999
1DIS9NL3R5,0.129
1DKBNSQLXN,0.05
1DKCXTIK7H,0.5212
1DLAH06V1R,0.2213
1DMTDFJBGK,0.0825
1DNNEYMFP6,0.3059
1DPXP7P7DA,0.6279
1DSNBBHLYE,0.0513
1DTQA0CDZF,0.3739
1DUVGOWEXG,0.3284
1DVC5LMJKG,0.1331
1DXXZ5CZEZ,0.9678
1DZ66K5O3N,0.7198
1E0ZK6K8M1,0.9163
1E23F51ZOL,0.4794
1E4221G8EF,0.583
1E8U3ZX6MQ,0.5777
1EBA1U8FXA,0.5384
1EDVWBAN7F,0.1073
1EDWOZYYYX,0.7765
1EHPA4KYA8,0.3378
1EIFZ7V4CZ,0.4986
1EJBB1CN7S,0.3261
1EP6B1ZUUB,0.5789
1ER3H8BVQZ,0.6573
1EREZJBNO3,0.3694
1ES0VPHSJH,0.2379
1ESIJZQYW4,0.2113
1ETB9RDT94,0.2086
1ETXGNOZIO,0.5804
1EY9JYPEDM,0.0
1EZRNZJF9J,0.2336
1F0HAVX6HM,0.4191
1F10NIA6GT,0.6728
1FC53EZKNG,0.3078
1FCPTZ28YP,0.3015
1FEMPN2D81,0.2822
1FG1FH48MT,0.2696
1FMSV1OSGX,0.3235
1FNQME208B,0.2785
1FUHFUJOJE,0.315
1FVGOYOJ5D,0.1527
1GAOK40HZU,0.3988
1GDCLTS7MM,0.6719
1GDJFB15XR,0.9786
1GI0R5RI4J,0.5229
1GNMPW0EUL,0.3313
1GNY7CGF75,0.703
1GP566NDLX,0.0501
1GP5RBY2HB,0.4654
1GRW4FU36,0.3898
1GZF8OWUJN,0.1857
1H83XGBC91,0.5468
1H85EY5KJF,0.4344
1H9LKIOK39,0.2382
1HCLAY0OQL,0.7232
1HFJK3B6L9,0.3585
1HNU0PC502,0.2786
1HT3N1DS6U,0.2603
1HVRWRZDLP,0.4346
1HWP1QGL0T,0.3013
1HYQ4YA2F4,0.698
1I0G3RGBZ6,0.5512
1I3MJFIWQQ,0.4231
1I3VXNQSS5,0.7519
1I5EB4IJQM,0.6786
1I6F61CNP6,0.3206
1IA203EO2X,0.2065
1ICHAYEYIZ,0.6614
1ICVIAU4P1,0.816
1IEAS5URMQ,0.7364
1IGF6IHIXV,0.1182
1II2JVYEQV,0.65
1ILAD7Z4PB,0.6238
1J07EM7X7P,0.2392
1J15U8JGRC,0.5595
1J6FXO61H,0.3376
1J8CZWWJDG,0.403
1JAXYJW31,0.4095
1JDTED3730,0.1994
1JFC54X8Y1,0.1552
1JFCGVDTNX,0.7559
1JFR77CZWA,0.3536
1JIBVOPF6,0.5911
1JMXY4VTIG,0.8546
1JNBQ2YYCT,0.2183
1JNREDK5YW,0.6254
1JQ8DVL18M,0.734
1JV7ZHI4K4,0.2961
1JVE3GNF16,0.1886
1JY99YA6CP,0.9329
1K0ORSI4S9,0.4374
1K0SQO1YP9,0.4048
1K19B1OUXW,0.5411
1K1MKINIKR,0.5816
1K3SKYJDVU,0.3007
1K9KOF7EGF,0.2765
1KADA2S5ZO,0.2558
1KJ7RR7KYX,0.5116
1KMDECAYNH,0.2089
1KQ5JWGQ60,0.1129
1KS1QQL7A6,0.5695
1KT23LDKFL,0.0083
1KU5J1TLSS,0.0742
1KWYWXLPSQ,0.147
1KXUR9FTYE,0.4388
1KZBI11CML,0.5593
1L346ZP32E,0.3272
1L3JBN56Q2,0.0
1LDIHPLT9Z,0.7312
1LHKYB6N4W,0.4337
1LLLVJAWBM,0.4039
1LLRIA7IZZ,0.551
1LLRJY4C55,0.3698
1LMIH4K8RN,0.1813
1LMIUH9FE3,0.35
1LOZXAVXJO,0.3027
1LPWMQLQIA,0.0
1LQKW5PI12,0.8098
1LQYW2MU0V,0.6027
1LSR3DHMAS,0.2035
1LUSLQU5KV,0.8194
1LV87XUZBJ,0.8987
1LWG38TFAR,0.4723
1M056ACGWD,0.1054
1M0T7SPYPF,0.7065
1M2ZFO4XSO,0.738
1M4B7NJVP2,0.1783
1MDQV2DH2R,0.521
1ME9M08V3G,0.6237
1MIEQY9ZCT,0.7387
1MJNMTVHMH,0.2737
1MOK5QJYN0,0.3249
1MP2SSI7UN,0.4818
1MR076MSDQ,0.508
1MSE3KK1PG,0.3586
1MUO93DZ3V,0.1113
1MVJ0YEXV3,0.6298
1MVMNAKAC,0.222
1MW4F6S4WG,0.8006
1MX8J75OEP,0.2988
1N1PWZ0NDW,0.6962
1N31VCJ8LG,0.6839
1NAD2X8YKR,0.2632
1NBOZ7EHRM,0.3204
1NCQ1TQQZK,0.3468
1ND55YCLIY,0.3677
1NES5WR3J3,0.427
1NHHD3KEWN,0.5253
1NHS7WHYXM,0.0053
1NIHPZSVQX,0.1791
1NQ9ZBOKDZ,0.1167
1NTC3Z90YB,0.2415
1NWFTIR6TO,0.6723
1NWROV25H5,0.4282
1NXHL5RBNR,0.2047
1O1XJQQ155,0.4674
1O20WDGVFK,0.0862
1O90V56JQ5,0.0747
1OE4UCT3LW,0.145
1ONDLSKPPJ,0.6753
1OPDWAK0IC,0.627
1OPT36GLNF,0.1677
1ORX1930Q0,0.4645
1OWENCV3WO,0.0678
1OX3525N83,0.0472
1OZFS57678,0.0807
1P0QP6RRBB,0.0813
1P3Q0BMH19,0.5253
1P87D4NHPY,0.455
1PCFHSN3P2,0.6803
1PDYC0EONZ,0.18
1PFVQE8WVV,0.8129
1PP8CNP12G,0.4886
1PSKO7ZJA9,0.4829
1PUY1DI9MG,0.7173
1PWG7I9NAM,0.5553
1PWM5XNH0X,0.1904
1PWS002F5Q,0.5912
1PX50FTNHS,0.6713
1Q029W9GR8,0.3901
1Q1XJQU3F5,0.4863
1Q4KRG5R5A,0.6593
1Q6EGAAWRQ,0.2672
1Q8HBE7JAQ,0.3311
1Q8Z8M4DDW,0.0063
1QGZY4MKP1,0.283
1QHXNHBT6E,0.7868
1QIY9395OA,0.1224
1QLG5HHAFC,0.3235
1QNKFBPQLB,0.9429
1QNM1J2B87,0.1547
1QODJ8X3JV,0.8272
1QQ09WIHQN,0.2677
1QSCM4Q5FO,0.3161
1QVYWNZ7E,0.51
1QZT4POX2D,0.4715
1QZZK7MXGN,0.2133
1R0WF20M9J,0.2015
1R3VOC418M,0.3335
1RDEVHABH7,0.4899
1REQH8SUGY,0.422
1RGQ93TPDL,0.5446
1RL6GNMNDA,0.1048
1RNG94TI0I,0.8244
1RTOBVURVF,0.6733
1RURBO7NSG,0.3367
1RXMBFFOG1,0.422
1S2I09DUSR,0.6364
1S5KRVLVDO,0.9744
1S5R13D8L5,0.5508
1S6EY5GTK2,0.3244
1S6VKE3KBO,0.2324
1S9VN6OFNC,0.567
1SB6XG3MQI,0.6632
1SGKIKJYRC,0.4757
1SHAUJDC7S,0.7072
1SMSPWPI0G,0.5921
1SOJ0JCYR3,0.5361
1SS875CCR1,0.2981
1SSQV1M47N,0.9425
1SWJU6Z0NM,0.6658
1SYFYCY80I,0.7376
1SZG1AUXRA,0.4687
1SZUKLV6VL,0.4056
1T0X6DT2KM,0.8908
1T3LS9FB65,0.4492
1TBT5S3N37,0.9639
1TIDB5MNU,0.4077
1TJ5H5KSPT,0.8044
1TKTPP06SM,0.0884
1TLTCVKXRM,0.5554
1TRC3Y0JEM,0.1867
1TUQ5R5FLE,0.0938
1TUZ7IQ9A8,0.294
1TX111852,0.6161
1TYR0LFA3J,0.1557
1TZYWWDC6D,0.5825
1U4P11FSZQ,0.4237
1U4VHYLSAF,0.3714
1U5IR0N1AZ,0.2429
1UAHE1WD9T,0.291
1UC4NWKNLS,0.7615
1UCBIJYSG5,0.7819
1UDULOO2KA,0.5775
1UEO6FSO4V,0.315
1UEQQ26G96,0.4819
1UHANE1F4H,0.154
1UM75DJAEW,0.6967
1UP3RN92D7,0.7213
1UPRJ5BTV2,0.5093
1UU3EIZTA0,0.3613
1UV36W437I,0.2478
1UVUHCKQDM,0.2955
1UWJS8Z8WA,0.6128
1UZKONQUXH,0.6877
1V18RCQXEJ,0.0496
1V1IDX4EFD,0.017
1V42GL3CBL,1.0
1V8237U6YG,0.2457
1VEM6IN55U,0.0381
1VF8B3F01D,0.5993
1VGHTVTEU3,0.4813
1VGIUMVVQX,0.606
1VGV0QMSH1,0.5187
1VGW3GZGJY,0.2253
1VKQ5TIF1W,0.1667
1VM5ACCL6C,0.3002
1VOMIV512I,0.2617
1VSTABU6Z8,0.18
1VTJDX8HDG,0.3623
1VTQTAIW6A,0.5089
1VZIVW79P8,0.1081
1W14UKUBA2,0.1581
1W5MD4EZD4,0.3574
1W65TNREI,0.433
1W9UQ6C1KS,0.0349
1W9ZDNCSB7,0.0
1WD3ATRTBL,0.4468
1WDU13BE3G,0.7783
1WL078QSL4,0.1659
1WPFVM6WIQ,0.4424
1WTQGNHXT,0.4356
1WUZI4MCES,0.1967
1WV5CVC8JV,0.5602
1X9AWZHG1Y,0.9447
1XEXQVR5F,0.1313
1XHKSVBQRQ,0.6418
1XKFJ1I6N4,0.6697
1XKZS6NJRS,0.1737
1XNQA0KC48,0.2626
1XUYKKGPEW,0.1921
1XWN1QOA8V,0.6444
1XWOZW6MR2,0.5983
1XYGSHW5SW,0.7602
1Y1OWGZHL4,0.2908
1Y3053I82O,0.0562
1Y7PTMEERS,0.0837
1Y84XIQYN1,0.3435
1Y91TLBGKW,0.1917
1YHM7CN9P3,0.699
1YHTAVDG1T,0.4103
1YLER7M8KV,0.6229
1YLYP0JUD2,0.1657
1YMDRJANOA,0.2347
1YNRP1EIAF,0.4747
1YNUDUJEE4,0.4897
1YTW08XS70,0.7388
1YX4KTUTTT,0.024
1YZHAZ23P4,0.4731
1Z3N9981FJ,0.4043
1Z8J2YB3YC,0.6573
1ZABSUK3ER,0.2176
1ZAET3TKVT,0.4858
1ZL9YLT8U3,0.654
1ZO9TYZ7SY,0.45
1ZPG07P400,0.9245
1ZQ5KW3ODQ,0.794
1ZWY4P9Y0K,0.4723
1ZXWHDR169,0.4266
1ZY4ULJHUV,0.2524
1ZYDNWW9PX,0.7886
1ZYL6MV4KB,0.2359
2036VS1MXA,0.5173
205OP18I11,0.3663
20B6OXNQDT,0.3616
20B6TAZ29I,0.5428
20ZCCFLECZ,0.1676
210A243L7B,0.2741
212JETUKLS,0.4561
2172RVRNOT,0.9791
217TI8TI6A,0.0927
217YCW3RZQ,0.4702
21DOJJOE48,0.3181
21E10P3F23,0.4142
21J66QVC1R,0.3409
21M10I896J,0.6075
21SRMU9Q88,0.3006
21U8XXLSYK,0.5114
21UOXNS2TJ,0.5851
21WFX8FP0U,0.1351
21X4A30YI4,1.0
225ZV99HBM,0.569
22A1URE3JV,0.183
22DY4PFVMV,0.3422
22GRT72QJE,0.5423
22I4RH5YAJ,0.2659
22IYC8NGEQ,0.4174
22JCHREV4B,0.7136
22K2DOE2MB,0.2916
22M7ZQTBPN,0.0772
22M9C86MMY,0.6268
22MCDBCL3C,0.7296
22NVBZKP0O,0.1715
22PL8I2I1Y,0.0359
22W5O4ZDJS,0.6839
22ZY9G0EAH,0.0085
2304OHY70Q,0.6584
230D1XOYF0,0.3774
231NDKZTE6,0.6472
232BII1IXK,0.0941
232WW7E5Z,0.9296
2358STLFSY,0.5033
23GOP7TYD,0.1698
23GYNXW2EN,0.299
23J4OM0GYG,0.2326
23K8G70HFU,0.1523
23MWL3K5RY,0.185
24136SMLFU,0.6822
242PGDM7RD,0.4848
243CUENAK6,0.8173
2455RMRKA1,0.4604
248ID2HF14,0.6585
249VN68TIK,0.6295
24AHK5MU7F,0.6936
24CXX6267K,0.6704
24GI5AVY5C,0.7463
24J9MXYDNN,0.6667
24JKWSPQJG,0.1585
24JU61C529,0.1335
24K1V2KTXB,0.5696
24SGS21YO6,0.3
24T1RBQVNP,0.5886
24TSAWQMW0,0.3398
24VNMZ2MLR,0.2439
24ZLRG6KA2,0.5863
254QGHSEAV,0.5167
2561PFR1WD,0.5621
258QI623OS,0.8793
259UZMUFWA,0.4141
25C26TN8MK,0.6619
25EJPKQR3P,0.2142
25GFLRKWVI,0.2833
25GK3YXGAT,0.549
25LAQAWVVI,0.8208
25YS4GGAZF,0.1132
26008KRD5R,0.8749
260PMK8DZP,0.8596
263A004SEE,0.5952
2642P52CUV,0.5628
26C0RZW22Z,0.4249
26CKASMYK0,0.5688
26FDQU7SDE,0.2895
26IPN54HB0,0.4635
26WD4QDB2O,0.4436
26Z4S6UJ3P,0.5324
26Z7QQHWL8,0.4804
277JQC2G5F,0.2992
279O63FFBI,0.3515
27BD8Z6PPP,0.3425
27D3I359NE,0.1263
27DDFP19B,0.3389
27F0DPDFZB,0.8391
27I6823UA2,0.5761
27JO9DRW7C,0.3345
27P9BVJRXD,0.3298
27VPEBUCH0,0.6657
27X17V3G4A,0.2827
27ZKBUK2OZ,0.7095
2840D1IPAL,0.2004
2883JOLRXQ,0.2368
28BEYDA508,0.4074
28GLDCUAYO,0.6619
28HM7NAGJM,0.1079
28HO63H7L6,0.3381
28NEUGRUK,0.4861
28NY6IKNLH,0.573
28QPYYJR62,0.4862
28R87C51H8,0.9631
28ZP6YF22Q,0.1952
29142TOTNI,0.8111
2934R3GZ65,0.592
2948CVN9DJ,0.2452
294NE0IIT6,0.624
295LNBPC2Q,0.1899
296ZE016AD,0.7095
297P9GBGIN,0.5497
29D1F97HDJ,0.7702
29G8YPYSZ7,0.3189
29NQHRG0GB,0.119
29PB8XS7HW,0.22
29QS7DVY5O,0.7224
29STW3JKEJ,0.3086
29XNP58B33,0.5086
2A09VRYUJT,0.4362
2A0NTOOPLN,0.358
2A23SR042X,0.6834
2A3BHF0XWJ,0.4938
2A8D53IGH9,0.6125
2ADEVUMD7U,0.3161
2ADUS5AOND,0.2898
2AEXXCZ814,0.59
2AF5L8OCFE,0.5698
2AFYYOQV6Q,0.8306
2AHLVGUFQ2,0.3453
2ANAEMC7MK,0.3396
2AYDJCWS4B,0.2831
2B3T4T0YLW,0.3688
2B4LI3F2AE,0.1193
2B6DJ40BIK,0.7154
2B6X1SGHOI,0.5403
2BAWF4NORO,0.544
2BBCLUO6RS,0.7891
2BCQY19K7Y,0.3929
2BFOF64P5O,0.6313
2BGH2TUUR5,0.2245
2BSN6C45XJ,0.304
2BUUKLS213,0.307
2BZ0RGS5BX,0.39
2C1TLV0JGD,0.4198
2C7NXANGF1,0.5843
2CBN24W4GS,0.5733
2CC5D3PZFR,0.5505
2CCOKFQOTR,0.3892
2CDP6ECNLI,0.0
2CH7ICO8C8,0.2923
2CKKM9QE33,0.7784
2CQSHDJPRC,0.8601
2CWXQW8VQO,0.7874
2CX46PDPX0,0.6962
2CY8DBZW9L,0.1798
2CYPXG6SXX,0.4727
2CZIUBF2FY,0.6449
2CZTAIFF12,0.126
2D210KRZG7,0.2837
2D4OR0VRTZ,0.0
