problem_id,irt_difficulty
2D6OK86O0E,0.0979
2DBMOOP833,0.1558
2DBMZENP7N,0.5909
2DEDW6SHUQ,0.1577
2DIU4SLNVN,0.6299
2DK7Z8MWXA,0.9821
2DLOFIO3VF,0.3483
2DOBSRI49F,0.2192
2DPKRF19YZ,0.5836
2DY79ZJS6K,0.8082
2E0IV67OE6,0.4541
2E6XEN6BML,0.119
2E7AK2Y1HM,0.3184
2EATEIO5J5,0.1514
2EID4DTRNQ,0.5569
2EQDL3TYTW,0.5453
2ETTFUD84V,0.6014
2EVTOWOZLJ,0.8866
2EXA9A4SH8,0.2474
2F2ITW5OV3,0.2427
2F5NJERSGN,0.201
2F8DPYBU6V,0.3127
2FBPKF2NOD,0.1681
2FJKD28WXS,0.0756
2FKE4QETWM,0.3108
2FLIZNFJ9H,0.1323
2FMH2XAN9J,0.7957
2FQR52NML6,0.7911
2FRU6F1CM2,0.612
2FVJJ35IP,0.137
2FZC168XOG,0.3
2G8IMCO2IT,0.3565
2G9D5CSY0F,0.2454
2GEPSR4RKQ,0.4099
2GJPI6IV7F,0.326
2GMLAAM9WC,0.3517
2GNKZN1GRE,0.5378
2GNLQVZ7O9,0.0284
2GS3EJW0N8,0.4304
2GSAT66UW8,0.5558
2GTTASWCH1,0.6843
2GW4CINANU,0.5254
2GX2HS0L4D,0.5816
2GYALGSB9A,0.1943
2H0F3F08D9,0.2836
2H0J08EYTW,0.431
2H10B9O866,0.9105
2H12IEDHIX,0.7247
2H30A51JI,0.213
2H5FE8QCLQ,0.6855
2H7XY6DPRP,0.5551
2H87X1RR33,0.7266
2H9DDKN7XD,0.1845
2HE3JUXZRG,0.5925
2HJ10H8FZS,0.631
2HKAYNZKRS,0.7327
2HLRNKFZR2,0.4307
2HMH0T5XX3,0.5037
2HOG3SDDVD,0.4124
2HQQ37OPVJ,0.0745
2HQSMF2ORJ,0.4379
2HS8OT4SL8,0.0
2HSTEJ1RDV,0.7666
2HUQS177AJ,0.3875
2HWHEJVW6B,0.2071
2HXQ4B0UYS,0.7299
2I05VLMJLL,0.2593
2I0GJ32HMJ,0.6554
2I5ZYV7QC7,0.4606
2I7TLOPEAX,0.4486
2IAPIHXZ0A,0.657
2IB34XXLAL,0.187
2IBHG0AOM7,0.518
2IE31MXOWM,0.315
2IGH7RCVM7,0.5363
2ILFQJDAX5,0.1091
2IO9P499TD,0.5549
2IP2NJELJ,0.2322
2IW4BMDTTB,0.7853
2J0FZ630E,0.5289
2J1ELV91M0,0.2017
2J54FGJUY8,0.2091
2J6A041Z6B,0.2441
2JFG6LUCUA,0.9655
2JKFTYM30W,0.4037
2JS3QPKN5U,0.3307
2JUP62579A,0.212
2K0G3DK9Y7,0.674
2K1G4YJWLN,0.5202
2K5CUX75MI,0.1711
2K8CWB8CZ1,0.3355
2KEEZ7H9KZ,0.1463
2KGKIARU62,0.1435
2KGS8XIF65,0.329
2KHQN6MIPP,0.4932
2KHX5HUM0N,0.1699
2KL4LWJQ6S,0.4269
2KM28G5HXC,0.3713
2KMIZ9LILV,0.462
2KN439QI5,0.2541
2KPIEPKFHB,0.3569
2KTD380L98,0.594
2KV978UE8F,0.6128
2KVITMEEPB,0.1223
2L44MLC2QT,0.5233
2L5EXG0PW2,0.2984
2LAHC6FP5B,0.0717
2LC4B8HYGE,0.2236
2LDTVVCANO,0.2169
2LF0H5OGTK,0.4022
2LHVNDK91Q,0.442
2LM8WFPPF1,0.4506
2LMD94LC1D,0.7133
2LXPRZGWSW,0.4255
2LZHBPNWIU,0.5553
2LZYVKTN19,0.5545
2M20C96C3Z,0.7628
2M2J8NSJVJ,0.3598
2M3LOVBDTH,0.1856
2M5QJ5CVTL,0.7946
2M7ETXH7P3,0.2695
2M7OIK54W8,0.1307
2MBZITXFQL,0.188
2MCIH32TS9,0.3793
2MDSQTD9DY,0.3549
2MHD6RMM5P,0.1629
2MIONYAHQ3,0.4679
2MIWXSUVO5,0.5426
2MKC1UDYUZ,0.4961
2MKKU8PJIG,0.7363
2MLAXQVWAF,0.6845
2MRS0REQN4,0.1716
2MXT2KAL7A,0.1148
2N0N5R2D1R,0.2585
2N0TVQQMOU,0.4679
2N2SARA9Q6,0.157
2N2XCZDM8D,0.8733
2N401KKUSD,0.4869
2N7EL7E9GD,0.4462
2N7PODAUX2,0.3711
2NALI8MJQQ,0.3594
2NBM0YU4S8,0.4755
2NEQX57OVC,0.3793
2NF2HYAXL6,0.1083
2NFEB0TTJR,0.692
2NJTLEBVZ,0.5585
2NLC7E1QT7,0.3847
2NOZUMB4JJ,0.3618
2NSQN4O2D9,0.3086
2NSZ2HJ4C6,0.3206
2NVYNAYS73,0.1287
2NWVQTGU3A,0.5221
2NX23LOMSS,0.072
2NX5Q2K6OD,0.8278
2NX67J0WD,0.3972
2NY9JNUQO3,0.5703
2NZ89E4HLT,0.8051
2O0MFRMUEZ,0.1393
2O1ZD3QTRX,0.4957
2O86QLE3HH,0.143
2O8RVXSVKQ,0.2898
2O9Y0FXXOG,0.3342
2OBPZLK5FQ,0.5066
2OCQ1YI9WC,0.1877
2OD6NT0DMH,0.0711
2ODPZ208SJ,0.209
2OER3CMTNU,0.0541
2OJ61WWAP0,0.405
2OJBLUGXWF,0.2707
2OL608JTRE,0.4415
2OLEXMRA2V,0.464
2OQMOZAPH9,0.3141
2OTJUS5VQT,0.4594
2OTMD2D8O,0.7115
2OUCUON5SO,0.5767
2OV585705I,0.2486
2OVIFDINBO,0.2221
2OW5I2Y4V6,0.5837
2OWESHLITL,0.2899
2P5BO1BZ99,0.323
2P6OSB1MHG,0.4
2P7352LICM,0.6781
2P81CVZVF1,0.4268
2P8L5FQILI,0.1038
2PBQX5P3N,0.3584
2PRCC54VHD,0.581
2PT9IFRVHJ,0.0929
2PU8UJ3WXG,0.1851
2PWSN4RIN2,0.2843
2PXIIB50J5,0.0601
2PYTRM58T2,0.12
2Q1PXPK32R,0.6298
2Q8BUY4KYQ,0.0954
2QA6RWPEHR,0.2008
2QC91VPAZK,0.5413
2QIOBAU6EE,0.6157
2QM7DMQRPU,0.3088
2QQEOBKIV3,0.2674
2QRE9GPECV,0.6973
2QS1494W43,0.397
2QXSK1VX1Z,0.3137
2R06CCA67A,0.4106
2R0ARI95OY,0.3135
2R1E6I8N3C,0.4853
2R36D0374L,0.0969
2R9R0QZQN,0.2951
2RDOMDDZ63,0.3241
2RDU3W5WV,0.2749
2RGI4TEDVJ,0.2369
2RLIT9IBKE,0.1273
2RP8XFOCM4,0.8179
2RR0RX0RI8,0.485
2RW2WQMEE,0.46
2THA3XM4K,0.6039
32UFGL8U1,0.5208
34VIB1Y6A,0.4106
3694QONL4,0.3163
37KY8ONBO,0.4155
380WND2X,0.4736
39SS1LLDM,0.2835
39ZZUXN6C,0.9164
3E5ZJ58IB,0.6017
3JMWMOOU1,0.3057
3L9CJQ11E,0.2803
3Q3VXZIK,0.3191
3QT1XI18L,0.6026
3RGT3WTC6,0.3776
3S53LISWB,0.4183
3WLQQWIUF,0.7549
3Y1WBSR39,0.068
45NH51LTV,0.8219
4F4KKCZ24,0.6217
4HR60BPK1,0.0861
4IHFNGHBH,0.1263
4JIDAOTH0,0.565
4NNFFYOFZ,0.7136
4PGF9VXHC,0.5724
4TAANAN9O,0.2579
4UPQRBI1L,0.4213
4Z0T24357,0.303
51O4GPTC6,0.3273
52OREFOXC,0.4632
539QDLT93,0.258
57PA2PGO0,0.7915
5BUQ0DA7E,0.6158
5DB8G6EOQ,0.6723
5DXORWLSF,0.0916
5K8CAV647,0.7221
5KOFOG7FK,0.4784
5N4E3FEO2,0.3594
5NG2WPRAO,0.5577
5NRTJ627G,0.4885
5OT35SQWL,0.3492
5QD5Q1AHT,0.2456
5R7NI11CE,0.465
5UFG0QQDY,0.3008
5Y0R4CN6X,0.2378
5ZG8X6J4P,0.3004
615TCNGB,0.8061
64Y0IJBMP,0.422
6725KPDAM,0.7354
67M2UZXKH,0.0262
6CD4TVXMT,0.7659
6FE0VV97D,0.5428
6H3MK9PAX,0.1403
6IGWNAMK4,0.5162
6NEOXCXBQ,0.6614
6QMIGZ5GZ,0.1971
6X2EQPKDQ,0.3716
727DHPXQU,0.2763
74R9QJ02I,0.1602
76YFFER4M,0.2129
77FVDO7WK,0.3223
798G00HHW,1.0
7BCPQNPSR,0.4672
7CPDNFDLD,0.3951
7CWLDABAI,0.307
7EJTA6IRZ,0.7052
7HGN87HVI,0.4955
7IU9GZZYQ,0.5695
7KKQEOMU2,0.6054
7L04DEG4A,0.1644
7SBCYZMUE,0.2962
7WSYB73I,0.3197
82YQNOQLA,0.714
83ZND9LYX,0.8726
85L4SU0J5,0.1766
87AD4959V,0.4604
88EMGI2VE,0.5094
88ZZQKM26,0.5666
8ALIESSKA,0.7739
8AN733ZAS,0.8257
8DD6ZSJ2Y,0.254
8DVV1Z9QZ,0.7547
8F4U5WWTV,0.5554
8F743GHCR,0.4638
8JEFPGYAY,0.3769
8NIA8ZALR,0.2878
8OMVZL4FY,0.4356
8QEEJAY7K,0.4767
8WV5EKXI3,0.6048
8Z75CEPNL,0.2239
90YBE9XCR,1.0
924WA8W8C,0.5219
93M8AWK4Q,0.5593
9AOIWT1OD,0.3792
9E57Q083F,0.8442
9EOSXNYG7,0.3019
9GSMC5ZUT,0.1246
9HYB2NXK5,0.4608
9NR3C5O6A,0.2886
9P1ED0U0H,0.0134
9PJQJPPLI,0.2878
9RLZO59XS,0.0
9RMI4CZU9,0.2922
9RVY8MV4F,0.5619
9TYTZM6ZQ,0.4697
9U8LF1X7C,0.371
9UXVI2WKB,0.4431
9X0O3Q1UY,0.4244
9Z1Y1KHW2,0.3165
A0QJ3XXLT,0.6142
A286AVZ52,0.5541
A2DN59V2A,0.4954
A3DVSCI9X,0.2594
A8OM4TILF,0.5185
A8RJZCZZP,0.0735
A9D7K9IF5,0.5835
AE6UEUX8V,0.2444
AFCT53HMA,0.4053
AIQQC9SUP,0.4327
AJ5YKHI0F,0.2638
AK2KYOW4L,0.2721
AQ0ZKSP6D,0.7588
AQON0G651,0.1487
ASL2JBJJL,0.5778
ASMYS9GBU,0.8124
AT7CDSM54,0.6785
AWQNXOHI4,0.4274
B7QQFF578,0.4605
B9KQQDE5K,0.0974
BBRK5I90N,0.6881
BFDRB6D5A,0.4945
BFIGEUY0L,0.2988
BGGW36YIV,0.269
BHXCOQ8RD,0.6735
BIYZ5BC7C,0.8605
BK1NL7EEU,0.6416
BQ70MKM7I,0.0259
BSBMAXM5G,0.3279
BSDUHWZ9U,0.1107
BULXABT9C,0.0958
BWR61GARM,0.414
C3IYDSLNY,0.7654
CGSX208W8,0.2317
CHXLP9SXJ,0.4591
CI2S353QK,0.2468
CJZMALYQA,0.4057
CKJNF2T7Z,0.4648
CLCNYZRBU,0.2356
CWHW5319Y,0.3465
CWPLJVSHH,0.2227
CYF0K9CEK,0.3927
D6VKNC6O1,0.5768
D7MVVLH6Z,0.754
D90OMD687,0.4578
DDBEEEM26,0.2684
DE4L69DR2,0.6421
DEAKUBBJL,0.4309
DEIADD4UM,0.308
DHSTRVB0E,0.1729
DIFZ7XQQH,0.7639
DJ6QMXJPN,0.3296
DKL9YKJGM,0.2094
DN453FSN3,0.4748
DPVDF496S,0.3236
DRF1SBTPG,0.4618
DUX9JAT9L,0.2622
DWC1JIKH8,0.2085
E0KDAIBRT,0.5119
E31CR0V2A,0.4822
E8CXSAREH,0.3334
E8O0H8LDG,0.8905
EERQ2BJ69,0.8824
EFP1SN98D,0.5521
ENI6NAC29,0.4393
ENU08LF6B,0.8171
ENWC8XKTL,0.572
EOEYIYXJA,0.3546
EXKMQTQWT,0.0321
F1LL054QP,1.0
F2B5LN39O,0.4592
F5A3HJ0I3,0.7658
FFLHN9WO4,0.4184
FO9RTDIBB,0.3118
FPOA3OIXG,0.3988
FQFJQSB5I,0.8751
FSJQP5UXI,0.1392
FSWE5RHTB,0.5194
FTEET3676,0.0751
FUNXWUJR2,0.1943
FVPQMA5R0,0.2484
FWRCIG80Q,0.1967
FZUPXXIZC,0.4206
G2WQYGU25,0.3818
G383H0NN,0.823
G3J6YM8ZJ,0.3977
G4CV93YQB,0.1367
G4K210FHX,0.2044
G6B23KBK4,0.0746
G6FQRANOX,0.303
GBO5FZWDS,0.4191
GDHEH6G3Z,0.7534
GFC4YH0J0,0.4677
GH8XEF9A,0.7951
GJD3WB45M,0.4479
GNCXJ2D6M,0.0735
GPDGLQX9F,0.3798
GU7NVZAH3,0.7126
H131MFU63,0.6923
H1UOLTGTJ,0.107
H209NJ9BV,0.3517
H7B26XYV1,0.5397
HD2XS8VMW,0.5611
HDQUDQ8VL,0.8359
HHCVHK2QQ,0.2719
HJII7JJYG,0.1853
HMAJ5YG57,0.6494
HN5J38HH2,0.0
HVUBWB9VN,0.0704
HWX7ZMRSV,0.5746
HY1ELY10N,0.5724
HZ4U26YKX,0.4015
I2BS4WIMC,0.3359
I75X9KDNG,0.5427
I8UK7L5ZT,0.8397
IHM226ADF,0.3544
IN0HWJDL2,0.2272
IO6N5J5EW,0.2548
IPF2X9NZD,0.5264
IPRY47N3W,0.4997
IVK2P2QIL,0.5542
J0ZZLGD8W,0.5351
J2451UP99,0.2098
J669N4SI7,0.1854
J7Z3SJTAF,0.4604
JHM9UIM2J,0.2265
JJTC3RNDS,0.3266
JNA91027V,0.2755
JNUW4XTI2,0.846
JOPB27IV4,0.4697
JPVODILLM,0.8232
JRTR2FIYQ,0.6461
JRY7C8FFR,0.5362
JSBFT9P6P,0.7343
JVNXU7ZOJ,0.2022
JW0VIDLVT,0.6057
JX3GP1068,0.3174
JXMQXPA0L,0.5317
JXOKSDD1D,0.3211
K00J7IHSQ,0.1827
K1KDEQXXA,0.2212
K2DFLANKH,0.6829
K41BF0HEZ,0.5389
K7X48WW4D,0.6848
K84Q778IM,0.5149
K8NIUN40U,0.1308
K9OVJVA3V,0.606
K9YS7RUPZ,0.8686
KG7ZZD3JP,0.4204
KIWMVLWWD,0.3953
KKAH0XB27,0.2264
KKLNUIBAY,0.7423
KMLE2LV9N,0.2421
KN9ICNPRA,0.4069
KNAD5VABG,0.1677
KNJT9CNI4,0.3068
KP6OFKCDV,0.8095
KQBOJZYYV,0.8106
KSVVGUJDO,0.3768
KUEAS6KTA,0.6597
KZEM0YZZQ,0.6641
L8DUK2UXP,0.3174
L8S13YH1J,0.4287
LBHFNKVMF,0.1114
LCT21YBIM,0.33
LDW5XSSHL,0.2033
LH49KLP78,0.1421
LHFRCEEWA,0.4116
LR94GFOHC,0.5689
LTS8Y58W8,0.151
LXEDAT3QO,0.5414
M1V3DP5G5,0.6182
M2H1IILCP,0.2139
M31N045U0,0.4628
M3CLX2W28,0.058
M4GZ31QVI,0.1877
M6JU91O11,0.728
M7LEMRN3X,0.2333
M94YPFUSI,0.3051
MA5FRA3TI,0.513
MA7RZOXCF,0.197
MATQMAR93,0.8309
MDX5434QX,0.0756
MOU7MDWH8,0.1321
MSIWHCI9N,0.3523
MVPJ28IB6,0.4404
MYNXF9ULJ,0.7969
MZD75QVV1,0.5677
N1T21DBEP,0.6861
N2IFPAFPP,0.3985
N6SFY4Q47,0.2213
N7X8O50QN,0.2184
N93NXBJ4O,0.189
N9F071P7I,0.4956
NCFHT6YX9,0.5872
NCSX7P3UN,0.2868
NDUD054R3,0.2709
NINEGZ6B2,0.3329
NL570GG97,0.1707
NOM3EFG6J,0.257
NQWJ50XGT,0.286
O6O4CYQ6C,0.3059
O8VBK29AF,0.3581
OAZAK262P,0.5409
OB5JHDRQ8,0.4018
OBCBB9XRM,0.5671
OGOO3CLW2,0.5486
OJCDWA19V,0.689
OJRMSRTIM,0.343
OOT3RSDTG,0.5463
OUOT9XZ97,0.8944
P00XYO0H2,0.1349
P0OZBK2LT,0.1569
P15LDQN3X,0.6737
P3182Q8A4,0.1085
P42MBDBD0,0.6606
P58QA7EN0,0.1812
P7K8713AD,0.3436
PBAVXHORH,0.2364
PD35DYIM,0.2379
PDEG9XHOW,0.6988
PJWT9UPNB,0.469
PODSKB4FL,0.4733
PPGI9Z95P,0.3213
PQSEMBRRK,0.1916
PR5CKY5RE,0.0296
PRB2XPR9N,0.0047
PW2TPG0H9,0.2293
PWO9M2B5G,0.487
PZNKWZSC9,0.2429
Q03Q06CIU,0.4489
Q7SA57S3H,0.246
QA36K5M7V,0.5297
QCLF6957E,0.3697
QCXY9DWSR,0.4329
QDYDNKUTQ,0.2001
QFEUFGZLX,0.4169
QGBQUQZFH,0.4728
QHE5P4Z3P,0.2937
QHHOEFCBK,0.4413
QHSFXJTNI,0.2343
QLVXK4J04,0.5035
QNTYNQUAR,0.3279
QO446GO97,0.055
QT9SPEBMR,0.5637
QVXL5R8VZ,0.3199
RA41F8OB5,0.3942
RBTDS7DR,0.4661
RCB1KTCPV,0.5775
RD6TE4Q0C,0.1004
RE32CY383,0.911
RICZJ039K,0.4372
RKIB6EJ9E,0.1012
RL30MWIA8,0.5991
RL36BJOFB,0.2903
RLRYO81NV,0.577
RNLJTC7SU,0.075
RNWWDB3T3,0.6438
RP10WZ7GK,1.0
RPETEKJEW,0.3929
RQ0WOMW39,0.2156
RTH3MVT54,0.6891
RYEMFT2A5,0.479
RZ46DMFOD,0.2535
RZHT0D95F,0.6871
S1WE6KYGV,0.3497
S2VRPLOIL,0.1227
S56HHMNIR,0.6194
S9EVN4XU4,0.4162
SAC93UMTW,0.5437
SD37BDDZQ,0.3331
SF1V2R2TV,0.4857
SFNP8WAW,0.2002
SGX5HGYK6,0.2987
SN5KALBY2,0.1023
SNLN0QB6W,0.4545
SNZX99NME,0.4615
SQ94DNV78,0.145
T1DHOM63N,0.1457
T7RFIPSSN,0.793
TGUF0Y5YF,0.6042
TJFTZO1F8,0.5146
TL7MIPLUF,0.4815
TOBEZ1908,0.229
TQO7SGAQK,0.7215
TRDJJTN8L,0.341
TT3MAHYL0,0.7789
TWFB8V1VN,0.7037
U20YSTLUF,0.7828
U3I9MT9QR,0.0165
U6TPICE4H,0.7281
U7KUAYXCU,0.4804
U8LCH74HZ,0.2595
U9J2G33KS,0.5565
U9Q7URD9R,0.1324
UA1800KTO,0.1415
UAH14SW6S,0.0893
UH4R7AVO0,0.2462
UHQM3JGWJ,0.6241
UK7U5CRVK,0.5468
UMF9S3NAX,0.5204
UTN2NUSSU,0.1917
UUJKW3SN,0.7827
UVAQ8G1DW,0.507
UVTIZ2J2P,0.6909
UVV10EKIF,0.3251
UXD8MPQXI,0.2957
UXDG3XYIM,0.5285
UXV2CZZE5,0.5828
UY1YNL3FH,0.7816
UYD8Y4WQO,0.1841
UZ8T4L79Z,0.3114
UZOJFALXP,0.3594
V18HM84EV,0.3929
V4OXJRTOE,0.2319
V4Y9M75BF,0.2242
V7B6AV957,0.1665
V8J1FTVN6,0.2032
VASV1PWYJ,0.0983
VD1SJXHJZ,0.6245
VDBDP4EZ4,0.2091
VEGNX80OV,0.3039
VM9BQHF6G,0.3474
VSG41DBDB,0.0883
VUJ4EDVLR,0.6736
VUNEYC3JS,0.2261
W00Q718IK,0.3629
W1HAPYAF5,0.25
WHCY1Y1HG,0.1785
WI95FJDRU,0.4567
WICOW5L09,0.4196
WIZOIXYV8,0.2377
WLML51J5Y,0.1983
WMJ82TV87,0.1392
WN469T3HR,0.345
WON0JZFG2,0.4982
WOQ6PXNFD,0.4192
X0F60ZDMK,0.0827
X6BBEQ4VX,0.7261
X6C7SAUC4,0.2139
X6RKJU3DI,0.9182
XA3GHJOLB,0.6279
XENB59XQV,0.1693
XIG48AIP9,0.6983
XIJOZA3JC,0.895
XKB1IRSRB,0.3238
XOTVYLY8X,0.7645
XTDWVA98F,0.6807
XXKDAP6OA,0.0372
XZGF9BF8H,0.9061
Y3OA3O3SY,0.2858
Y550780PM,0.6425
Y5X4J9UKK,0.5963
Y7Q1Z32ZV,0.6107
YB0A0C7F8,0.3819
YBFDQA8YY,0.3997
YD6J15M61,0.1941
YDR2ZYGC2,0.9245
YFNL1BJ0K,0.2135
YGBZHSYNU,0.1568
YHQHYAU4O,0.7276
YJM8NUKZJ,0.2412
YMMA9NHQL,0.6271
YN931MJIE,0.4601
YRC3G5ISG,0.3741
Z550UYWYJ,0.4663
ZAWZ7669E,0.687
ZBQUI7OUQ,0.1851
ZFAEQ6OJY,0.1172
ZI4WIIRKW,0.3185
ZLGY7QLDX,0.4398
ZLPZVDKYY,0.743
ZPY48D4CJ,0.1996
ZQMHFZJ53,0.465
ZSC5XCDO9,0.3348
ZTUHRKY2,0.3763
ZVVZV68A0,0.1393
